Location,Price,Bathrooms,Car Parks,Size,Furnishing,Type,No_of_Bedrooms,No_of_servant_rooms,studio_apartment,Property Type Supergroup
Cheras,390000,2,1,819.019,Unfurnished,Built-up,3,0,0,Serviced Residence
Cheras,390000,2,2,819.019,Partly Furnished,Built-up,3,0,0,Condominium
Dutamas,1300000,2,2,1200.0,Fully Furnished,Built-up,2,0,0,Condominium
Bukit Jalil,910000,3,2,1513.013,Partly Furnished,Built-up,4,1,0,Condominium
Taman Tun Dr Ismail,1490000,3,2,57.595,Partly Furnished,Land area,4,1,0,Terrace/Link House
Bukit Jalil,570000,2,2,1073.073,Fully Furnished,Built-up,3,0,0,Condominium
Seputeh,3800000,2,3,9146.046,Unfurnished,Land area,3,1,0,Bungalow
Titiwangsa,2000000,2,2,5200.0,Unfurnished,Land area,3,0,0,Bungalow
Ampang,880000,5,2,1650.05,Partly Furnished,Land area,4,0,0,Terrace/Link House
Ampang,2300000,7,3,5406.006,Partly Furnished,Land area,6,0,0,Terrace/Link House
Ampang Hilir,1550000,4,2,2800.0,Partly Furnished,Land area,3,1,0,Condominium
Seputeh,700000,2,1,1011.011,Partly Furnished,Land area,2,0,0,Condominium
Mont Kiara,900000,2,2,1208.008,Fully Furnished,Built-up,3,0,0,Condominium
Mont Kiara,1480000,4,3,2163.063,Fully Furnished,Built-up,3,1,0,Condominium
Wangsa Maju,1600000,4,2,1967.067,Partly Furnished,Land area,3,1,0,Condominium
Setapak,430000,1,2,682.082,Unfurnished,Built-up,2,0,0,Serviced Residence
Sentul,600000,2,2,934.034,Unfurnished,Built-up,3,0,0,Serviced Residence
Ampang,900000,2,1,1066.066,Partly Furnished,Built-up,2,0,0,Serviced Residence
Bukit Jalil,380000,2,1,850.05,Partly Furnished,Built-up,3,0,0,Apartment
Wangsa Maju,590000,2,2,948.048,Partly Furnished,Built-up,4,0,0,Serviced Residence
Setapak,499000,2,1,1280.08,Unfurnished,Built-up,3,0,0,Serviced Residence
Setapak,450000,2,1,1272.072,Fully Furnished,Built-up,4,0,0,Condominium
Wangsa Maju,680000,2,1,1265.065,Fully Furnished,Built-up,4,0,0,Condominium
Wangsa Maju,650000,2,1,1286.086,Fully Furnished,Built-up,3,0,0,Condominium
KLCC,2800000,5,2,1927.027,Partly Furnished,Built-up,3,1,0,Serviced Residence
Mont Kiara,770000,2,1,861.061,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,3300000,5,4,4445.045,Fully Furnished,Built-up,5,0,0,Condominium
Mont Kiara,860000,2,1,1228.028,Fully Furnished,Built-up,3,0,0,Condominium
Mont Kiara,3518000,4,2,3704.004,Fully Furnished,Built-up,4,1,0,Condominium
Ampang,550000,1,1,506.006,Partly Furnished,Built-up,0,0,1,Serviced Residence
Jalan Kuching,568000,2,1,1375.075,Partly Furnished,Built-up,3,1,0,Condominium
Setapak,470000,2,2,1095.095,Unfurnished,Built-up,3,0,0,Serviced Residence
Setapak,430000,1,2,719.019,Unfurnished,Built-up,2,0,0,Serviced Residence
Setapak,1300000,4,3,47.575,Unfurnished,Land area,5,0,0,Terrace/Link House
Taman Tun Dr Ismail,1200000,4,2,3800.0,Partly Furnished,Built-up,5,0,0,Condominium
Setapak,760000,2,3,1800.0,Unfurnished,Built-up,4,0,0,Serviced Residence
Mont Kiara,1950000,4,3,2535.035,Fully Furnished,Built-up,4,1,0,Condominium
Mont Kiara,1300000,4,2,1605.005,Fully Furnished,Built-up,3,1,0,Condominium
Segambut,850000,4,3,1900.0,Partly Furnished,Built-up,3,1,0,Condominium
Bukit Tunku (Kenny Hills),1390000,4,2,2335.035,Fully Furnished,Built-up,3,1,0,Condominium
KLCC,3500000,3,2,1560.06,Partly Furnished,Built-up,3,0,0,Serviced Residence
Mont Kiara,760000,3,2,1268.068,Fully Furnished,Built-up,3,1,0,Condominium
Sri Hartamas,3800000,6,5,4122.022,Partly Furnished,Land area,5,1,0,Semi-detached House
Sri Hartamas,780000,2,1,1230.03,Fully Furnished,Built-up,3,1,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),675000,2,2,935.035,Partly Furnished,Built-up,3,1,0,Condominium
Desa ParkCity,1260000,2,2,1300.0,Partly Furnished,Built-up,3,0,0,Condominium
Mont Kiara,3090000,5,3,3632.032,Partly Furnished,Built-up,4,1,0,Condominium
Jalan Kuching,420000,1,1,526.026,Partly Furnished,Built-up,1,0,0,Serviced Residence
Bukit Jalil,860000,3,2,1335.035,Unfurnished,Land area,3,1,0,Condominium
Mont Kiara,3400000,4,3,3729.029,Fully Furnished,Land area,4,2,0,Condominium
Bangsar,1100000,2,1,1223.023,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,850000,2,1,1280.08,Partly Furnished,Land area,3,0,0,Condominium
Batu Caves,608000,2,1,1125.025,Partly Furnished,Built-up,3,0,0,Serviced Residence
Bukit Jalil,500000,2,1,1008.008,Fully Furnished,Built-up,2,1,0,Apartment
Bukit Jalil,430000,2,1,1008.008,Fully Furnished,Built-up,2,0,0,Apartment
Bukit Jalil,550000,2,1,1116.016,Fully Furnished,Built-up,3,0,0,Apartment
KLCC,2200000,4,2,2291.091,Partly Furnished,Built-up,2,1,0,Condominium
KLCC,995000,2,1,900.0,Fully Furnished,Built-up,2,0,0,Serviced Residence
Cheras,800000,3,3,48.575,Unfurnished,Land area,4,0,0,Terrace/Link House
Mont Kiara,2200000,5,2,2498.098,Partly Furnished,Built-up,4,1,0,Condominium
Jalan Klang Lama (Old Klang Road),350000,2,1,1172.072,Partly Furnished,Built-up,3,0,0,Condominium
Kuchai Lama,620000,2,2,1328.028,Partly Furnished,Built-up,3,0,0,Condominium
Kuchai Lama,735000,2,2,1607.007,Partly Furnished,Built-up,3,0,0,Condominium
KLCC,8680000,4,2,3218.018,Partly Furnished,Built-up,3,1,0,Condominium
Bukit Bintang,1580000,2,2,807.007,Fully Furnished,Built-up,2,0,0,Condominium
Cheras,430000,2,1,800.0,Fully Furnished,Built-up,3,0,0,Condominium
Mont Kiara,1590000,4,2,2201.001,Partly Furnished,Built-up,3,1,0,Condominium
Jalan Klang Lama (Old Klang Road),960000,3,2,1256.056,Partly Furnished,Built-up,4,0,0,Condominium
Kuchai Lama,814500,3,5,2056.056,Unfurnished,Land area,3,1,0,Condominium
Cheras,575000,2,1,920.02,Partly Furnished,Built-up,2,0,0,Serviced Residence
Keramat,1800000,3,2,3400.0,Partly Furnished,Built-up,4,0,0,Condominium
Damansara Heights,550000,2,1,980.08,Partly Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,790000,2,1,1268.068,Partly Furnished,Built-up,3,0,0,Condominium
Mont Kiara,1790000,6,3,2405.005,Partly Furnished,Built-up,5,0,0,Condominium
Kepong,2100000,6,4,3372.072,Partly Furnished,Land area,5,1,0,Semi-detached House
Sri Hartamas,3200000,6,5,2850.05,Partly Furnished,Land area,4,1,0,Semi-detached House
City Centre,1800000,3,2,2800.0,Fully Furnished,Built-up,3,1,0,Condominium
Bangsar,4200000,4,3,4761.061,Partly Furnished,Built-up,4,1,0,Condominium
Ampang,668000,3,2,1470.07,Partly Furnished,Land area,3,1,0,Terrace/Link House
Wangsa Maju,630000,2,2,1250.05,Partly Furnished,Built-up,3,1,0,Condominium
Wangsa Maju,580000,2,1,1246.046,Partly Furnished,Built-up,3,1,0,Condominium
Wangsa Maju,650000,2,1,1246.046,Fully Furnished,Built-up,3,0,0,Condominium
Setapak,215000,2,1,900.0,Partly Furnished,Built-up,3,0,0,Condominium
Taman Melawati,650000,3,4,44.07,Partly Furnished,Land area,3,1,0,Terrace/Link House
Desa Petaling,448000,2,1,1024.024,Partly Furnished,Built-up,3,0,0,Condominium
Setapak,390000,2,2,1300.0,Unfurnished,Built-up,3,0,0,Condominium
Taman Melawati,1400000,5,4,7200.0,Partly Furnished,Land area,6,0,0,Terrace/Link House
Sungai Besi,350000,2,1,800.0,Fully Furnished,Built-up,2,0,0,Serviced Residence
Setapak,800000,4,2,42.06,Unfurnished,Land area,4,1,0,Terrace/Link House
Bukit Jalil,850000,2,2,1025.025,Partly Furnished,Built-up,2,0,0,Serviced Residence
Setapak,1350000,2,6,2650.05,Partly Furnished,Land area,3,0,0,Terrace/Link House
Other,1144000,1,6,8800.0,Unfurnished,Land area,1,0,0,Bungalow
Desa ParkCity,1900000,3,2,48.575,Unfurnished,Land area,3,1,0,Terrace/Link House
Bukit Jalil,1580000,4,3,1878.078,Fully Furnished,Built-up,4,0,0,Condominium
Cheras,560000,2,1,960.06,Unfurnished,Built-up,2,0,0,Condominium
Kuchai Lama,798000,2,2,1450.05,Partly Furnished,Built-up,3,1,0,Condominium
Kuchai Lama,540000,2,1,1120.02,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),620000,2,2,1302.002,Partly Furnished,Built-up,3,0,0,Condominium
Cheras,1000000,2,1,969.069,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,470000,1,1,698.098,Fully Furnished,Built-up,1,1,0,Serviced Residence
Ampang,1390000,4,1,3246.046,Fully Furnished,Built-up,4,1,0,Condominium
Sri Petaling,975000,3,3,2000.0,Partly Furnished,Built-up,4,0,0,Terrace/Link House
Mont Kiara,1250000,3,2,1983.083,Fully Furnished,Built-up,3,1,0,Condominium
Setapak,900000,3,4,43.555,Partly Furnished,Land area,4,0,0,Terrace/Link House
Taman Melawati,2200000,6,4,3810.01,Partly Furnished,Land area,4,1,0,Semi-detached House
KLCC,1900000,5,2,2208.008,Fully Furnished,Built-up,3,2,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),1250000,3,2,1707.007,Partly Furnished,Built-up,2,1,0,Condominium
Jalan Klang Lama (Old Klang Road),1150000,3,2,1707.007,Partly Furnished,Built-up,2,1,0,Condominium
Jalan Klang Lama (Old Klang Road),3800000,7,8,6503.003,Unfurnished,Built-up,5,2,0,Condominium
Bandar Menjalara,580000,2,2,960.06,Fully Furnished,Built-up,3,0,0,Condominium
Bukit Tunku (Kenny Hills),1550000,2,1,2100.0,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,2300000,5,3,3678.078,Partly Furnished,Built-up,4,2,0,Condominium
Jalan Klang Lama (Old Klang Road),480000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Flat
Taman Tun Dr Ismail,1150000,2,1,1624.024,Fully Furnished,Built-up,3,0,0,Condominium
Taman Melawati,430000,2,1,1007.007,Partly Furnished,Built-up,3,0,0,Serviced Residence
Taman Melawati,1800000,5,4,4000.0,Partly Furnished,Land area,5,1,0,Terrace/Link House
KLCC,3300000,5,2,2545.045,Partly Furnished,Built-up,3,1,0,Condominium
Mont Kiara,1950000,4,2,2093.093,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,5200000,4,1,3300.0,Fully Furnished,Built-up,4,0,0,Serviced Residence
Ampang,720000,3,2,1210.01,Partly Furnished,Built-up,3,0,0,Serviced Residence
Ampang,1380000,3,2,2109.009,Fully Furnished,Built-up,3,1,0,Condominium
Mont Kiara,3199760,5,3,3478.078,Fully Furnished,Built-up,4,1,0,Condominium
Bangsar,7070400,5,3,3928.028,Partly Furnished,Built-up,4,1,0,Condominium
Setapak,320000,2,2,800.0,Unfurnished,Built-up,3,0,0,Condominium
KLCC,1800000,4,2,2315.015,Partly Furnished,Built-up,4,1,0,Condominium
Mont Kiara,900000,3,2,1600.0,Fully Furnished,Built-up,3,1,0,Condominium
Bangsar,1580000,4,2,1858.058,Fully Furnished,Built-up,3,1,0,Condominium
Setapak,1050000,4,2,2300.0,Fully Furnished,Built-up,4,0,0,Terrace/Link House
Titiwangsa,550000,2,1,1059.059,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Tunku (Kenny Hills),12000000,7,4,10835.035,Fully Furnished,Land area,5,1,0,Bungalow
KLCC,1000000,2,1,897.097,Fully Furnished,Built-up,2,1,0,Serviced Residence
KLCC,1800000,3,2,1426.026,Fully Furnished,Built-up,3,1,0,Serviced Residence
Damansara Heights,3500000,6,4,2800.0,Partly Furnished,Land area,5,1,0,Terrace/Link House
KLCC,1245000,1,2,925.025,Partly Furnished,Built-up,1,0,0,Serviced Residence
Mont Kiara,2230000,4,3,2973.073,Unfurnished,Built-up,4,1,0,Condominium
Mont Kiara,2300950,5,3,2707.007,Partly Furnished,Land area,3,1,0,Condominium
Jalan Klang Lama (Old Klang Road),380000,2,1,950.05,Fully Furnished,Built-up,3,0,0,Serviced Residence
KL Eco City,1050000,1,1,786.086,Partly Furnished,Built-up,1,1,0,Condominium
KLCC,3909600,3,2,1604.004,Unfurnished,Built-up,2,1,0,Serviced Residence
KLCC,3364000,2,2,1399.099,Unknown,Built-up,2,1,0,Serviced Residence
KLCC,2760000,2,1,1023.023,Partly Furnished,Built-up,1,0,0,Serviced Residence
Kepong,360000,2,2,34.555,Partly Furnished,Land area,2,0,0,Terrace/Link House
Segambut,355000,2,1,918.018,Partly Furnished,Land area,3,0,0,Apartment
KLCC,3900000,2,2,1572.072,Partly Furnished,Built-up,2,0,0,Serviced Residence
Cheras,590000,4,2,47.575,Partly Furnished,Land area,4,0,0,Terrace/Link House
Mont Kiara,1930000,5,3,2535.035,Partly Furnished,Built-up,3,1,0,Condominium
Jalan Ipoh,650000,2,2,978.078,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Ipoh,650000,2,2,988.088,Partly Furnished,Built-up,3,0,0,Condominium
KLCC,4000000,2,2,1636.036,Partly Furnished,Built-up,2,0,0,Serviced Residence
KLCC,3490000,2,2,1432.032,Partly Furnished,Built-up,1,1,0,Serviced Residence
Kepong,578000,2,2,42.565,Partly Furnished,Land area,3,0,0,Terrace/Link House
Kepong,718000,3,2,43.565,Unfurnished,Land area,4,0,0,Terrace/Link House
Kepong,450000,2,2,43.565,Unfurnished,Land area,3,0,0,Terrace/Link House
KLCC,7500000,6,3,5858.058,Partly Furnished,Built-up,4,1,0,Condominium
Ampang,2398000,6,2,3821.021,Unfurnished,Land area,5,1,0,Bungalow
Ampang,2398000,7,2,4500.0,Unfurnished,Land area,5,1,0,Bungalow
Ampang,1630000,3,2,1850.05,Partly Furnished,Built-up,3,1,0,Condominium
Ampang,3300000,7,6,6000.0,Partly Furnished,Land area,5,1,0,Bungalow
Ampang,1745000,4,2,1876.076,Partly Furnished,Built-up,3,1,0,Condominium
Bukit Bintang,610000,1,1,650.05,Fully Furnished,Built-up,1,1,0,Serviced Residence
Segambut,370000,2,1,927.027,Fully Furnished,Built-up,3,0,0,Apartment
Bukit Bintang,780000,2,1,750.05,Fully Furnished,Built-up,2,0,0,Serviced Residence
Ampang Hilir,3899880,5,3,3611.011,Partly Furnished,Built-up,4,1,0,Condominium
Taman Melawati,2150000,4,2,3000.0,Partly Furnished,Land area,4,1,0,Terrace/Link House
Mont Kiara,2150000,4,3,2707.007,Partly Furnished,Built-up,4,0,0,Condominium
Wangsa Maju,380000,2,2,670.07,Partly Furnished,Built-up,1,1,0,Serviced Residence
Titiwangsa,580000,1,1,726.026,Fully Furnished,Built-up,2,0,0,Serviced Residence
Sri Hartamas,405000,1,1,500.0,Fully Furnished,Built-up,0,0,1,Serviced Residence
Pantai,750000,2,2,1019.019,Fully Furnished,Built-up,3,0,0,Condominium
KL City,1000000,1,1,625.025,Partly Furnished,Built-up,1,1,0,Serviced Residence
Bukit Jalil,1330000,5,2,3600.0,Partly Furnished,Built-up,6,0,0,Terrace/Link House
Sri Hartamas,1400000,3,2,48.575,Partly Furnished,Land area,4,0,0,Terrace/Link House
Cheras,465000,2,1,1142.042,Unfurnished,Built-up,3,1,0,Condominium
KL City,400000,2,2,1184.084,Unfurnished,Built-up,3,1,0,Condominium
Setapak,380000,2,2,950.05,Partly Furnished,Built-up,4,0,0,Condominium
Jalan Klang Lama (Old Klang Road),380000,2,1,900.0,Fully Furnished,Built-up,2,0,0,Condominium
Jalan Klang Lama (Old Klang Road),375000,2,1,950.05,Fully Furnished,Built-up,3,0,0,Serviced Residence
Bukit Tunku (Kenny Hills),2350000,5,3,2829.029,Partly Furnished,Built-up,3,2,0,Condominium
Kepong,595000,3,2,47.575,Partly Furnished,Land area,4,0,0,Terrace/Link House
Cheras,560000,3,2,47.575,Partly Furnished,Land area,4,0,0,Terrace/Link House
Cheras,360000,2,2,1020.02,Partly Furnished,Built-up,3,0,0,Condominium
Bandar Menjalara,750000,2,2,1316.016,Fully Furnished,Built-up,3,0,0,Condominium
Cheras,960000,4,3,46.07,Fully Furnished,Land area,5,0,0,Terrace/Link House
Cheras,1050000,2,1,936.036,Fully Furnished,Built-up,2,0,0,Serviced Residence
Mont Kiara,720000,2,1,1290.09,Partly Furnished,Built-up,3,0,0,Condominium
Kuchai Lama,835000,4,3,51.08,Partly Furnished,Land area,5,0,0,Terrace/Link House
Taman Tun Dr Ismail,2900000,3,4,5500.0,Partly Furnished,Land area,3,1,0,Terrace/Link House
Taman Tun Dr Ismail,659000,2,1,1250.05,Fully Furnished,Built-up,3,0,0,Condominium
Taman Tun Dr Ismail,660000,2,1,1250.05,Fully Furnished,Built-up,3,0,0,Condominium
Mont Kiara,3650000,5,2,2863.063,Partly Furnished,Land area,5,0,0,Terrace/Link House
Mont Kiara,780000,2,1,1248.048,Fully Furnished,Built-up,3,0,0,Serviced Residence
Ampang,850000,2,1,910.01,Fully Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),720000,1,2,50.08,Partly Furnished,Land area,4,0,0,Terrace/Link House
Setapak,530000,2,2,1427.027,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,630000,2,2,1234.034,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,840000,2,2,1338.038,Partly Furnished,Built-up,3,1,0,Condominium
Cheras,388000,2,1,1230.03,Partly Furnished,Land area,3,0,0,Condominium
Dutamas,850000,4,1,1600.0,Fully Furnished,Land area,5,0,0,Condominium
OUG,580000,2,1,50.08,Partly Furnished,Land area,4,0,0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),438000,2,1,1000.0,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Klang Lama (Old Klang Road),780000,2,1,1112.012,Fully Furnished,Built-up,3,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),430000,2,1,980.08,Partly Furnished,Built-up,3,0,0,Condominium
Bukit Jalil,460000,2,1,1465.065,Partly Furnished,Built-up,3,1,0,Condominium
Jalan Klang Lama (Old Klang Road),550000,3,1,1250.05,Partly Furnished,Built-up,2,1,0,Condominium
Setapak,509000,2,2,1040.04,Unfurnished,Built-up,3,0,0,Serviced Residence
KL City,1500000,2,1,895.095,Partly Furnished,Built-up,2,0,0,Serviced Residence
Bukit Bintang,4630000,5,2,2645.045,Fully Furnished,Built-up,3,2,0,Serviced Residence
KLCC,4700000,3,2,1786.086,Fully Furnished,Built-up,2,1,0,Serviced Residence
KLCC,3000000,2,1,1087.087,Fully Furnished,Built-up,1,1,0,Serviced Residence
Bukit Bintang,3500000,5,2,2013.013,Fully Furnished,Land area,3,1,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),720000,2,4,891.091,Partly Furnished,Built-up,3,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),528000,2,2,716.016,Partly Furnished,Built-up,2,0,0,Serviced Residence
Jalan Klang Lama (Old Klang Road),610000,2,4,887.087,Partly Furnished,Built-up,3,0,0,Serviced Residence
Bukit Jalil,550000,2,1,1050.05,Fully Furnished,Built-up,3,0,0,Condominium
Bangsar,2600000,3,2,1870.07,Partly Furnished,Land area,4,0,0,Terrace/Link House
Pantai,3900000,4,4,8000.0,Unfurnished,Land area,4,1,0,Bungalow
Cheras,1100,2,1,920.02,Partly Furnished,Built-up,3,0,0,Condominium
Pantai,850000,1,1,1400.0,Partly Furnished,Built-up,0,0,1,Serviced Residence
Jalan Klang Lama (Old Klang Road),700000,2,1,900.0,Partly Furnished,Built-up,3,1,0,Serviced Residence
Bangsar,2380000,3,1,1948.048,Partly Furnished,Land area,3,1,0,Condominium
Pantai,850000,2,1,1210.01,Fully Furnished,Built-up,1,0,0,Serviced Residence
Bukit Jalil,685000,3,2,1457.057,Fully Furnished,Built-up,4,0,0,Condominium
Jalan Kuching,295000,2,1,1024.024,Partly Furnished,Built-up,3,0,0,Condominium
KLCC,3620000,5,2,3897.097,Partly Furnished,Built-up,4,1,0,Serviced Residence
Sentul,476000,2,2,850.05,Unfurnished,Built-up,2,0,0,Serviced Residence
Jalan Ipoh,788000,2,2,977.077,Partly Furnished,Built-up,3,0,0,Condominium
Jalan Ipoh,788000,2,2,977.077,Partly Furnished,Built-up,3,0,0,Condominium
Ampang,1100000,1,2,981.081,Partly Furnished,Built-up,0,0,1,Serviced Residence
Dutamas,650000,2,2,1033.033,Partly Furnished,Built-up,3,0,0,Serviced Residence
Cheras,542888,2,2,840.04,Unfurnished,Built-up,2,0,0,Condominium
Sentul,400000,2,2,850.05,Unfurnished,Built-up,3,0,0,Serviced Residence
Sentul,500000,2,2,1000.0,Unfurnished,Built-up,4,0,0,Serviced Residence
Sentul,340000,1,1,650.05,Unfurnished,Built-up,2,0,0,Serviced Residence
Sentul,350000,1,1,650.05,Unfurnished,Built-up,2,0,0,Serviced Residence
Cheras,756888,2,2,1195.095,Unfurnished,Built-up,3,1,0,Condominium
Jalan Klang Lama (Old Klang Road),1100000,4,2,1786.086,Partly Furnished,Built-up,3,1,0,Condominium
Bangsar South,485000,1,1,531.031,Partly Furnished,Built-up,1,0,0,Serviced Residence
Bangsar South,485000,1,1,520.02,Fully Furnished,Built-up,1,0,0,Serviced Residence
Kepong,770000,3,2,45.07,Partly Furnished,Land area,4,0,0,Terrace/Link House
Jalan Klang Lama (Old Klang Road),501300,3,2,1250.05,Unfurnished,Built-up,3,0,0,Condominium
Cheras,390288,2,1,819.019,Partly Furnished,Built-up,3,0,0,Serviced Residence
Bandar Menjalara,705600,3,2,1236.036,Partly Furnished,Built-up,3,0,0,Serviced Residence
Cheras,1737100,6,3,60.08,Partly Furnished,Land area,5,1,0,Semi-detached House
Dutamas,750000,2,1,1253.053,Unfurnished,Built-up,3,0,0,Condominium
Mont Kiara,706000,2,1,1280.08,Partly Furnished,Built-up,3,0,0,Condominium
Kepong,998000,4,2,50.08,Partly Furnished,Land area,4,0,0,Terrace/Link House
Sunway SPK,1650000,4,2,48.575,Partly Furnished,Land area,5,0,0,Terrace/Link House
Kepong,928000,3,2,45.07,Unfurnished,Land area,4,0,0,Terrace/Link House
Bandar Menjalara,918000,3,4,66.01,Partly Furnished,Land area,4,0,0,Terrace/Link House
Jalan Kuching,590000,2,2,1064.064,Partly Furnished,Built-up,3,0,0,Condominium
Sentul,699000,2,2,1355.055,Unknown,Built-up,3,1,0,Condominium
Jalan Kuching,485000,2,2,1100.0,Partly Furnished,Built-up,3,0,0,Condominium
Setapak,450000,3,1,1350.05,Partly Furnished,Built-up,3,1,0,Condominium
KLCC,2150000,2,1,1299.099,Fully Furnished,Built-up,2,1,0,Serviced Residence
Sentul,528000,2,2,1081.081,Fully Furnished,Built-up,3,0,0,Condominium
Cheras,410000,2,1,927.027,Unfurnished,Built-up,3,0,0,Condominium
Taman Desa,399000,2,1,936.036,Unfurnished,Built-up,3,0,0,Condominium
Mont Kiara,1160000,2,1,926.026,Fully Furnished,Built-up,2,1,0,Serviced Residence
KLCC,750000,1,1,610.01,Fully Furnished,Built-up,0,0,1,Serviced Residence
Jalan Ipoh,2480000,4,6,68.08,Partly Furnished,Land area,5,1,0,Terrace/Link House
Setapak,2100000,2,2,6781.081,Partly Furnished,Land area,5,0,0,Bungalow
Damansara Heights,4500000,5,2,6360.06,Partly Furnished,Land area,6,0,0,Bungalow
Sungai Besi,350000,3,2,1045.045,Fully Furnished,Built-up,3,0,0,Serviced Residence
Wangsa Maju,310000,2,1,780.08,Partly Furnished,Built-up,3,0,0,Apartment
Segambut,340000,2,1,1100.0,Partly Furnished,Built-up,3,0,0,Apartment
Bangsar,3300000,4,4,57.09,Partly Furnished,Land area,5,0,0,Townhouse
Bangsar,2000000,3,1,53.585,Partly Furnished,Land area,4,0,0,Terrace/Link House
Bangsar,2600000,3,2,55.085,Partly Furnished,Land area,4,1,0,Terrace/Link House
Bukit Bintang,1200000,3,1,1023.023,Fully Furnished,Built-up,3,0,0,Serviced Residence
Kepong,355000,2,1,916.016,Partly Furnished,Built-up,3,1,0,Condominium
Bandar Menjalara,385000,2,1,982.082,Partly Furnished,Built-up,3,0,0,Condominium
Bandar Menjalara,380000,2,2,982.082,Partly Furnished,Built-up,3,1,0,Condominium
