Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Setapak, Kuala Lumpur","RM 455,000",3,2,2,Condominium (Intermediate),"Built-up : 1,280 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur","RM 740,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 20x70 sq. ft.,Partly Furnished
"Taman Melawati, Kuala Lumpur","RM 1,750,000",5,5,5,2-sty Terrace/Link House (Corner),Land area : 4179 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 474,000",4,2,1,Condominium (Intermediate),"Built-up : 1,142 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur","RM 555,000",4,2,2,Condominium (Intermediate),"Built-up : 1,109 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur","RM 518,000",3,2,2,Condominium (Intermediate),Built-up : 935 sq. ft.,Partly Furnished
"KL Eco City, Kuala Lumpur","RM 1,200,000",1+1,1,1,Condominium,Built-up : 786 sq. ft.,Fully Furnished
"KL Eco City, Kuala Lumpur","RM 920,000",1+1,1,1,Condominium,Built-up : 797 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 660,000",3,2,2,Condominium,Land area : 992 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 298,000",3,2,1,Apartment (Corner),Built-up : 780 sq. ft.,Fully Furnished
"KL Sentral, Kuala Lumpur","RM 1,680,000",2+1,2,1,Serviced Residence,"Built-up : 1,485 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur","RM 910,000",4+1,4,2,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 18,000,000",7,7,4,Bungalow (Corner),Land area : 9200 sq. ft.,Fully Furnished
"KL Eco City, Kuala Lumpur","RM 1,350,000",2,2,1,Condominium,Built-up : 950 sq. ft.,Fully Furnished
"Dutamas, Kuala Lumpur","RM 1,250,000",2,3,2,Condominium (Corner),"Built-up : 1,115 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 650,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 20  X 60 sq. ft.,Unfurnished
"Bukit Bintang, Kuala Lumpur","RM 5,000,000",3+1,4,2,Serviced Residence,"Built-up : 2,406 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 4,800,000",5+1,5,4,Semi-detached House,Land area : 4000 sq. ft.,Partly Furnished
"Puchong, Kuala Lumpur","RM 1,280,000",5+1,4,2,3-sty Terrace/Link House (Intermediate),Land area : 20 x 86 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 348,000",3,2,1,Condominium (Intermediate),Built-up : 916 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 360,000",3,2,1,Condominium (Corner),"Built-up : 1,222 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 660,000",1,2,2,Serviced Residence,"Built-up : 1,000 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur","RM 500,000",3,2,3,1-sty Terrace/Link House,"Built-up : 1,430 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 3,980,000",3+2,5,2,Serviced Residence (Corner),"Built-up : 3,897 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 930,000",4+1,3,2,Condominium (Intermediate),"Built-up : 1,553 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 9,800,000",5+2,6,4,Serviced Residence (Penthouse),"Built-up : 7,793 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 4,380,000",3+2,5,2,Serviced Residence (Corner),"Built-up : 3,897 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 4,800,000",3+2,5,2,Serviced Residence (Corner),"Built-up : 3,897 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur","RM 705,000",3,2,2,Serviced Residence,"Built-up : 1,012 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 318,000",3,2,1,Apartment (Intermediate),Built-up : 750 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,850,000",3+1,4,2,Condominium (Duplex),"Built-up : 2,700 sq. ft.",Partly Furnished
"Seputeh, Kuala Lumpur","RM 700,000",4,3,1,Condominium,"Built-up : 1,463 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 1,900,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1650 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,930,000",5,3,2,Semi-detached House (Intermediate),Land area : 3600 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur","RM 4,000,000",5,5,3,Semi-detached House (Intermediate),Land area : 12500 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 6,500,000",4+1,5,2,Bungalow (Intermediate),Land area : 7500 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,950,000",6,5,4,Bungalow (Intermediate),Land area : 6560 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 3,600,000",5+1,7,2,3.5-sty Terrace/Link House (Intermediate),Land area : 1200 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur","RM 1,250,000",4+1,4,2,3-sty Terrace/Link House (Intermediate),Land area : 1920 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 900,000",3,2,2,Condominium (Intermediate),"Built-up : 1,280 sq. ft.",Fully Furnished
"Bangsar, Kuala Lumpur","RM 4,500,000",4,3,4,Bungalow (Corner),Land area : 6580 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,600,000",6+1,6,2,3-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 8,800,000",4+1,4,4,Bungalow (Intermediate),Land area : 12000 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur","RM 9,246,600",4,6,6,Condominium,"Built-up : 5,137 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 690,000",3,2,1,Condominium (Intermediate),"Built-up : 1,281 sq. ft.",Fully Furnished
"Jalan Kuching, Kuala Lumpur","RM 428,000",3,2,1,Apartment (Intermediate),"Built-up : 1,200 sq. ft.",Fully Furnished
"City Centre, Kuala Lumpur","RM 450,000",3,2,2,Condominium (Intermediate),"Built-up : 1,194 sq. ft.",Unfurnished
"Titiwangsa, Kuala Lumpur","RM 4,200,000",6+1,3,15,Semi-detached House (Intermediate),Land area : 7400 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 390,000",3,2,1,Condominium (Intermediate),Built-up : 960 sq. ft.,Partly Furnished
"KL Sentral, Kuala Lumpur","RM 2,200,000",1,1,1,Serviced Residence (Intermediate),Built-up : 850 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur","RM 580,000",4,2,1,Condominium (Intermediate),Land area : 1431 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur","RM 630,000",3,2,2,Condominium,"Built-up : 1,570 sq. ft.",Partly Furnished
"Seputeh, Kuala Lumpur","RM 8,800,000",7+1,8,5,Bungalow,Land area : 6230 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur","RM 850,000",4+1,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1100 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur","RM 4,570,000",4+1,6,2,Condominium (Corner),"Built-up : 3,973 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 3,500,000",3+1,5,2,Condominium (Corner),"Built-up : 3,439 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 735,000",2+1,2,1,Condominium (Corner),"Built-up : 1,089 sq. ft.",Fully Furnished
"Kuchai Lama, Kuala Lumpur","RM 1,050,000",3+1,3,2,Condominium,"Built-up : 1,967 sq. ft.",Unfurnished
"Kuchai Lama, Kuala Lumpur","RM 500,000",2,2,2,Condominium (Intermediate),Built-up : 936 sq. ft.,Unfurnished
"Kuchai Lama, Kuala Lumpur","RM 610,000",3,2,2,Condominium (Intermediate),"Built-up : 1,313 sq. ft.",Unfurnished
"KLCC, Kuala Lumpur","RM 2,581,000",1,2,1,Condominium (Corner),"Built-up : 2,300 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 650,000",3,2,1,Condominium (Intermediate),Land area : 1300 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur","RM 545,000",4,2,1,Condominium (Intermediate),"Built-up : 1,207 sq. ft.",Partly Furnished
"Sentul, Kuala Lumpur","RM 985,000",3,2,1,Condominium,"Built-up : 1,186 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur","RM 420,000",2,2,1,Serviced Residence (Corner),Built-up : 695 sq. ft.,Unfurnished
"City Centre, Kuala Lumpur","RM 1,800,000",2+1,2,1,Serviced Residence,"Built-up : 1,443 sq. ft.",Partly Furnished
"City Centre, Kuala Lumpur","RM 5,400,000",4+2,7,4,Serviced Residence,"Built-up : 6,769 sq. ft.",Fully Furnished
"Ampang Hilir, Kuala Lumpur","RM 570,000",Studio,1,1,Serviced Residence (Studio),Built-up : 502 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur","RM 470,000",3,2,2,Condominium (Intermediate),"Built-up : 1,018 sq. ft.",Unfurnished
"Mont Kiara, Kuala Lumpur","RM 960,000",3+1,3,2,Condominium,"Built-up : 1,828 sq. ft.",Unknown
"Sri Hartamas, Kuala Lumpur","RM 3,600,000",6+1,8,4,Condominium,"Built-up : 5,748 sq. ft.",Unknown
"Mont Kiara, Kuala Lumpur","RM 700,000",1,1,1,Condominium,Built-up : 662 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur","RM 3,480,000",3,3,2,Serviced Residence,"Built-up : 1,786 sq. ft.",Fully Furnished
"Ampang Hilir, Kuala Lumpur","RM 1,500,000",3+1,4,1,Condominium (Corner),"Built-up : 2,700 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur","RM 400,000",3,2,1,Apartment,"Built-up : 1,150 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,000,000",4+1,5,2,Condominium (Duplex),"Built-up : 2,552 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 1,150,000",3+1,4,2,Condominium,"Built-up : 1,897 sq. ft.",Partly Furnished
"Taman Desa, Kuala Lumpur","RM 340,000",3,2,1,Apartment,Built-up : 930 sq. ft.,Partly Furnished
"Wangsa Maju, Kuala Lumpur","RM 428,000",3,2,1,Apartment (Intermediate),"Built-up : 1,115 sq. ft.",Unfurnished
"Wangsa Maju, Kuala Lumpur","RM 450,000",3,2,2,Serviced Residence (Corner),Built-up : 841 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur","RM 1,050,000",2,2,2,Serviced Residence (Intermediate),"Built-up : 1,066 sq. ft.",Fully Furnished
"City Centre, Kuala Lumpur","RM 1,832,000",3+1,3,2,Condominium,"Built-up : 2,838 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur","RM 1,280,000",5,4,5,2-sty Terrace/Link House (Corner),Land area : 3520 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur","RM 455,000",4,2,2,Condominium,Built-up : 850 sq. ft.,Partly Furnished
"Sri Petaling, Kuala Lumpur","RM 580,000",3,2,2,Serviced Residence,"Built-up : 1,279 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur","RM 478,000",2,2,2,Condominium (Intermediate),Built-up : 936 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur","RM 325,000",3,2,1,Condominium,Built-up : 877 sq. ft.,Fully Furnished
"Pantai, Kuala Lumpur","RM 850,000",3,2,1,Condominium (Intermediate),"Built-up : 1,300 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 1,480,000",3+2,4,4,Condominium,"Built-up : 1,920 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 1,700,000",3+1,4,2,Condominium (EndLot),"Built-up : 1,905 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 620,000",3+1,3,2,Condominium,"Built-up : 1,208 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur","RM 2,682,000",3+1,4,2,Serviced Residence,"Built-up : 2,013 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,430,000",4,3,3,2-sty Terrace/Link House (Intermediate),Land area : 24x75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,380,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 23X75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,388,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 23X75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,450,000",4,4,2,2-sty Terrace/Link House (Intermediate),Land area : 24x75 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,200,000",4,4,4,2-sty Terrace/Link House (EndLot),Land area : 30x95 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,450,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 24x75 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,300",4,3,2,Condominium (Corner),"Built-up : 1,860 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 6,000,000",5+2,6,3,Bungalow,Land area : 7200 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 3,550,000",5+1,5,2,3-sty Terrace/Link House (Intermediate),Land area : 24X75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,540,000",5,4,3,2-sty Terrace/Link House (Intermediate),Land area : 20x95 sq. ft.,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,950,000",5+1,4,6,Bungalow,Land area : 60x100 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,500",4,3,2,Condominium (Corner),"Built-up : 1,860 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 680,000",3,3,1,Condominium (Intermediate),"Built-up : 1,281 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,950,000",4,3,3,2-sty Terrace/Link House (EndLot),Land area : 25x75 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,850,000",4,3,3,2-sty Terrace/Link House (Intermediate),Land area : 25x75 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 825,000",3,3,1,Condominium (Corner),Land area : 1539 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,850,000",4,3,2,2-sty Terrace/Link House (EndLot),Land area : 20x95 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 5,480,000",5+2,6,4,Bungalow (Intermediate),Land area : 6000 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,650,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 20x95 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,390,000",4,4,2,2-sty Terrace/Link House (Intermediate),Land area : 24x75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,550,000",4,4,2,2-sty Terrace/Link House (Intermediate),Land area : 24x75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,900,000",6+1,6,6,Bungalow (Intermediate),Land area : 60x100 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 5,950,000",5+2,6,5,Bungalow (Intermediate),Land area : 8000 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,980,000",4,4,3,2-sty Terrace/Link House (EndLot),Land area : 24x75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,250,000",4,4,2,2-sty Terrace/Link House (Intermediate),Land area : 24X75 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 940,000",3,3,2,Townhouse,Land area : 1300 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 940,000",3,2,2,Townhouse,Land area : 1300 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,300,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 23x75 sq. ft.,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 11,000,000",6+1,9,10,Bungalow (Corner),Land area : 16001 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,500,000",4+1,4,3,Serviced Residence (Corner),"Built-up : 2,475 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 8,900,000",7+1,7,10,Bungalow (Corner),Land area : 10350 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,699,000",4,4,3,2-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 3,500,000",5+1,5,4,2-sty Terrace/Link House (Corner),Land area : 50x80 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,450,000",4,4,4,2-sty Terrace/Link House (Corner),Land area : 34x95 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,280,000",5+2,5,7,Bungalow (Intermediate),Land area : 6000 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,800,000",4+1,4,10,Bungalow (Intermediate),Land area : 8350 sq. ft.,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 3,054,000",5+1,5,8,Bungalow (Corner),Land area : 7088 sq. ft.,Unfurnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,699,000",4+1,4,3,2-sty Terrace/Link House (EndLot),Land area : 20x95 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,780,000",4+1,4,3,2-sty Terrace/Link House (EndLot),Land area : 20x95 sq. ft.,Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 4,650,000",6+1,6,6,Bungalow (Intermediate),Land area : 6006 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 2,880,000",4+1,5,6,2-sty Terrace/Link House (Corner),Land area : 4930 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 3,900,000",6+1,7,6,Bungalow (Corner),Land area : 7211 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 850,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 24 X 80 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 2,700,000",5+1,6,4,Bungalow (Intermediate),Land area : 50 X 100 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 308,000",2,2,1,Apartment (Intermediate),Built-up : 726 sq. ft.,Unfurnished
"Mont Kiara, Kuala Lumpur","RM 1,100,000",3,2,1,Condominium,"Built-up : 1,380 sq. ft.",Partly Furnished
"Sri Petaling, Kuala Lumpur","RM 780,000",5,3,3,2-sty Terrace/Link House (EndLot),Land area : 22x80 sq. ft.,Partly Furnished
"Sri Petaling, Kuala Lumpur","RM 1,100,000",4+2,4,3,2.5-sty Terrace/Link House (Intermediate),Land area : 22x85 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur","RM 660,000",3,2,1,Condominium,"Built-up : 1,109 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 410,000",3,2,1,Condominium,Land area : 1276 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 400,000",3,2,1,Condominium,Land area : 1200 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 700,000",4,4,2,Condominium,Land area : 1362 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 975,000",3+1,4,6,Condominium,Land area : 1903 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 605,000",3+1,4,1,Condominium,Land area : 1331 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 580,000",3+1,4,1,Condominium,Land area : 1265 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 660,000",4,3,1,Condominium,Land area : 1228 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 690,000",4,4,1,Condominium,Land area : 1229 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 620,000",3,3,2,Condominium,Land area : 1300 sq. ft.,Unfurnished
"Kuchai Lama, Kuala Lumpur","RM 340,000",3,2,1,Condominium,Land area : 1067 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur","RM 330,000",3,2,1,Condominium,Land area : 950 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 650,000",3,2,2,Condominium,Land area : 1208 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 620,000",3,2,2,Condominium,Land area : 1208 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur","RM 320,000",3,2,2,Serviced Residence,"Built-up : 1,001 sq. ft.",Unfurnished
"Mont Kiara, Kuala Lumpur","RM 2,400,000",3+2,4,2,Condominium (Corner),"Built-up : 2,726 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 1,620,000",3+1,4,2,Condominium,"Built-up : 2,025 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,800,000",4+1,6,2,3-sty Terrace/Link House (Intermediate),Land area : 1500 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 880,000",3,2,1,Condominium,"Built-up : 1,241 sq. ft.",Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 1,480,000",3+1,4,4,Condominium (Corner),"Built-up : 2,638 sq. ft.",Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 810,000",3,2,2,Condominium,Land area : 1392 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 890,000",3,2,2,Condominium,Land area : 1392 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 950,000",3+1,5,2,Condominium,Land area : 1782 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 950,000",3+1,4,2,Condominium,Land area : 1710 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 650,000",3+2,4,2,Condominium,Land area : 1440 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 1,050,000",3+1,3,2,Condominium,Land area : 1406 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 3,800,000",3+1,4,4,Condominium,Land area : 4024 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 860,000",3,2,1,Condominium,"Built-up : 1,280 sq. ft.",Fully Furnished
"Seputeh, Kuala Lumpur","RM 688,000",3+1,3,2,Serviced Residence,Land area : 1237 sq. ft.,Fully Furnished
"Bukit Jalil, Kuala Lumpur","RM 555,000",2,1,1,Serviced Residence,Land area : 667 sq. ft.,Partly Furnished
"Salak Selatan, Kuala Lumpur","RM 600,000",2,2,2,Serviced Residence,Land area : 845 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 790,000",2,2,2,Serviced Residence (Intermediate),Built-up : 886 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur","RM 900,000",1+1,1,1,Serviced Residence (Intermediate),Built-up : 969 sq. ft.,Unfurnished
"Mont Kiara, Kuala Lumpur","RM 1,220,000",2,2,1,Serviced Residence,Land area : 1029 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 600,000",3,2,2,Condominium (Corner),"Built-up : 1,050 sq. ft.",Partly Furnished
"Bangsar South, Kuala Lumpur","RM 670,000",2,2,1,Serviced Residence (Intermediate),Built-up : 823 sq. ft.,Unfurnished
"Bukit Jalil, Kuala Lumpur","RM 620,000",3,2,2,Condominium (Corner),"Built-up : 1,079 sq. ft.",Fully Furnished
"Desa Petaling, Kuala Lumpur","RM 300,000",1+1,2,1,Condominium (Intermediate),Built-up : 728 sq. ft.,Partly Furnished
"Wangsa Maju, Kuala Lumpur","RM 730,000",3,2,1,Condominium,"Built-up : 1,629 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 2,000,000",3+1,4,2,Condominium,"Built-up : 1,690 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 1,530,000",3+1,4,2,Condominium,"Built-up : 1,495 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur","RM 880,000",8,4,2,Bungalow (Intermediate),Land area : 4000 sq. ft.,Unfurnished
"Bandar Tasik Selatan, Kuala Lumpur","RM 185,000",3,2,1,Flat,Built-up : 650 sq. ft.,Unfurnished
"KL Sentral, Kuala Lumpur","RM 2,196,000",2,3,1,Serviced Residence,"Built-up : 1,464 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 1,200,000",5,4,2,3-sty Terrace/Link House (Intermediate),Land area : 22x45 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 788,000",3+1,3,3,2-sty Terrace/Link House (EndLot),Land area : 1540 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur","RM 450,000",2,2,2,Serviced Residence,Land area : 900 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur","RM 380,000",1,1,1,Serviced Residence,Built-up : 521 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur","RM 615,000",3+1,2,2,Condominium (Intermediate),"Built-up : 1,600 sq. ft.",Partly Furnished
